question,date,name,vote,confidence
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Darrell Duffie,Disagree,2
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Aaron Edlin,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Barry Eichengreen,Disagree,4
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Ray Fair,Strongly Disagree,10
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Pinelopi Goldberg,Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Claudia Goldin,Strongly Disagree,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Austan Goolsbee,Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Michael Greenstone,Strongly Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Robert Hall,Strongly Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Bengt Holmström,Strongly Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Caroline Hoxby,Strongly Disagree,10
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Kenneth Judd,Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Anil Kashyap,Strongly Disagree,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Pete Klenow,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Edward Lazear,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Jonathan Levin,Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",William Nordhaus,Strongly Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Maurice Obstfeld,Disagree,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Cecilia Rouse,Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Emmanuel Saez,Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",José Scheinkman,Disagree,6
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Richard Schmalensee,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Hyun Song Shin,Uncertain,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",James Stock,Disagree,6
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Nancy Stokey,Strongly Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Richard Thaler,Disagree,6
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Christopher Udry,Strongly Disagree,7
